Book ID,Title,Authors,Stars,Ratings,Reviews,Description,Cover
BOOK_WSD7MIEL3H,Trứng Chim Cúc Cu Này Thuộc Về Ai?,"Keigo Higashino, Nguyễn Hải Hà, ",3.31,408,79,"Hida Hiromasa từng là tuyển thủ Olympic đại diện Nhật Bản trong bộ môn trượt tuyết. Nối nghiệp ước mơ trở thành tuyển thủ số một Nhật Bản và vươn tầm quốc tế, con gái ông, Hida Kazami hiện cũng là một hạt giống tiềm năng được trung tâm nghiên cứu thể thao Shinsei chú ý. Để cố gắng giữ bí mật về xuất thân của cô con gái, Hiromasa đã từ chối mọi ý định tiếp cận hòng nghiên cứu mã gen di truyền năng lực thể thao mang tên gen F của cậu nghiên cứu viên Yuzuki.Mọi chuyện dần đi chệch hướng khi rắc rối liên tiếp xảy ra: Vụ tai nạn xe cùng những bức thư đe dọa nhắm tới cô bé Kazami, người đàn ông của quá khứ 10 năm trước tìm đến, bí mật về người vợ quá cố của Hiromasa cùng vụ bắt cóc trẻ sơ sinh năm xưa dần hé lộ...Cuối cùng, ai mới là cha mẹ đẻ của Kazami?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523244232l/39721754._SX318_.jpg
BOOK_0IQW2M5AEH,Trái Tim Của Brutus,"Keigo Higashino, Nguyễn Quang Phương, ",3.60,402,89,"Suenaga Takuya là một kĩ sư triển vọng trong lĩnh vực phát triển người máy thông minh cho một doanh nghiệp sản xuất thiết bị công nghiệp cực thịnh. Hắn là một kẻ tham vọng, luôn tìm mọi cách để leo lên và đang nhắm tới vị thế con rể của Phó giám đốc công ty. Ai dè, mọi tính toán của hắn trật lất khi cô nhân tình mang thai và khăng khăng không định bỏ đứa trẻ. Takuya bị dồn vào thế bí, thận trọng suy tính và quyết định bày ra một kế hoạch giết người…Brutus là tên một nhân vật nổi tiếng trong lịch sử La Mã. Ban đầu, ông ta thuộc phe đối địch với Julius Caesar nhưng về sau đã quy hàng và được Caesar trọng dụng. Có điều, cuối cùng ông lại chính là kẻ đã ám sát thành công Ceasar dẫn đến sự sụp đổ của Đế chế La Mã. Vậy trong câu truyện về trái tim kẻ phản bội này, Higashino Keigo muốn truyền thông điệp gì tới người đọc?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1599314591l/55238375._SX318_.jpg
BOOK_H10SPRELPR,ผู้พิทักษ์ต้นการบูร,"Keigo Higashino, ฉัตรขวัญ อดิศัย, ",4.10,340,68,ผลงานล่าสุดในปี 2020 ของ ฮิงาชิโนะ เคโงะ ต้นการบูรสุดลึกลับกับผู้คนมากมายที่เข้ามา ต่างอธิษฐานขอพรให้ตนสมหวังในชีวิต แต่ปาฏิหาริย์จะเกิดขึ้นจริงได้หรือไม่ … นาโออิ เรโตะ ถูกเลิกจ้างอย่างไม่เป็นธรรม จึงขโมยของในที่ทำงานเพื่อแก้แค้น แต่พลาดพลั้งถูกตำรวจจับได้ขณะที่เขากำลังจะถูกดำเนินคดี ทนายคนหนึ่งก็ปรากฏตัวขึ้น และยื่นเงื่อนไขให้เรโตะทำตามคำสั่งของผู้ว่าจ้างตน แลกกับการช่วยประกันตัวเขาออกมา เรื่องประหลาดเริ่มขึ้นเมื่อหญิงสูงวัยที่ว่าจ้างทนายคนนั้นชื่อ จิฟุเนะ ซึ่งเป็นป้าของเขาเอง แต่เรโตะกลับไม่เคยรู้ว่าตัวเองมีป้ามาก่อน และเงื่อนไขที่เธอต้องการให้เขาทำก็ประหลาดยิ่งกว่านั้น ป้าต้องการให้เรโตะคอยพิทักษ์ต้นการบูรศักดิ์สิทธิ์ในศาลเจ้าแห่งหนึ่ง ซึ่งลือกันว่าหากใครอธิษฐานขอพรกับการบูรต้นนี้ ผู้นั้นจะสมหวังในสิ่งที่ขอแต่การขอพรต้นการบูรนั้นเต็มไปด้วยความลึกลับและกฎที่เข้มงวดมากมาย หนำซ้ำผู้เกี่ยวข้องทุกคนล้วนทำตัวมีลับลมคมในจนน่าสงสัย ต้นการบูรนี้ดลบันดาลให้สมความปรารถนาได้จริงหรือเปล่า เรโตะพยายามคลี่คลายความลึกลับของเรื่องราว พร้อกับหน้าที่ผู้พิทักษ์ต้นการบูรแห่งนี้ เพราะนี่อาจเป็นโอกาสสุดท้ายที่เขาจะได้แก้ไขความผิดพลาดในชีวิตของตนเช่นกัน,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601386805l/55508160._SY475_.jpg
BOOK_RLCONQLFWZ,"Heads, Band 1","Keigo Higashino, Motorō Mase, ",3.85,114,9,"Es braucht nur eine Sekunde, um ein Leben schlagartig zu verändern. Junichi Naruse ist zur falschen Zeit am falschen Ort. Er wird Opfer eines brutalen Überfalls, die abgefeuerte Kugel durchschlägt seinen Kopf. Mit modernster Technik wird eine Hirntransplantation - die erste in der Geschichte der Medizin - durchgeführt. Es grenzt an ein Wunder, dass der Patient vollständig genesen kann. Nur plötzlich auftretende Stimmungsschwankungen und ungewohnte Gelüste geben Anlass zur Beunruhigung... Sind die Verhaltensänderungen dem Stress zuzuschreiben? Oder macht sich eine zweite Identität in Junichis Gehirn breit?!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351443458l/2902138.jpg
BOOK_HD8VYSQORV,คำสาปยอดนักสืบ,"Keigo Higashino, ฉัตรขวัญ อดิศัย, ",3.58,138,21,ความอลวนบังเกิด ... เมื่อคำสาปเสกนักเขียนนิยายให้เป็นนักสืบเมื่อนักเขียนนิยายชื่อดังหลงเข้าไปในต่างโลก และกลายเป็นนักสืบที่ชื่อ เทงกะอิจิ ตั้งแต่เมื่อใดไม่รู้จากนั้นก็เกิดคดีต่างๆ อย่างต่อเนื่อง ใครกันแน่ที่สร้างเมืองนี้ขึ้นมา แล้วคำสาปซึ่งถูกร่ายใส่เมืองนี้คืออะไร จริงหรือที่ว่าคดีฆาตกรรมเหล่านั้นเกิดขึ้นเพราะคำสาป ซ้ำร้ายยังมีคนทิ้งข้อความขู่เขาว่า ‘กลับโลกเดิมไปซะ ไม่งั้นแกตาย’ ตกลงว่าโลกนี้คือที่ไหนกันแน่ เขาจะสวมบทบาทเป็นนักสืบคลี่คลายคดีได้ตลอดรอดฝั่งหรือไม่ แล้วสุดท้ายจะรอดชีวิตกลับโลกเดิมได้หรือเปล่า...,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585402267l/52761234._SX318_.jpg
BOOK_KI9H18GI35,眠りの森 [nemuri no mori],"Keigo Higashino, 東野 圭吾, ",3.61,293,37,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360326431l/1995979.jpg
BOOK_B3PM810USY,希望之線,"Keigo Higashino, 東野圭吾, 王蘊潔, ",4.02,137,26,"This is an alternative cover for - ISBN 13: 
9789865706739
　　「我想起來了，他曾經說，不會放開這條線。」　　「線？」　　「即使無法見面，只要認為和自己心愛的人之間有一條無形的線連在一起，就可以感受幸福。無論這條線多長，都可以讓人心中有希望。」　　「希望喔……」　　也許有一天會覺得感謝，　　感謝那條很長的線始終沒有斷。 　　年輕刑警松宮參與偵查一起發生在自由之丘的命案，一名經營咖啡店的中年女性遭到殺害。松宮奉命負責調查死者生前的交友關係，正當他和同事逐一清查死者周邊人物時，卻意外接到了一通私人電話，令松宮心緒不寧。 　　經過警方逐漸釐清案情，死者的前夫綿貫，以及另一名咖啡店常客因不自然的言行，成為主要調查對象。然而，正當松宮從綿貫等人身上推理出案件的驚人真相時，兇嫌竟主動自首認罪！ 　　理論上，案件本應就此了結，但對松宮而言，真正的挑戰才正要開始…… 　　「刑警並不是只要讓真相大白就好，有些事實不是在偵訊室揭發出來，而是必須從當事人身上抽絲剝繭。能夠瞭解這一點，而且為此煩惱的刑警，才是出色的刑警。」 　　他一時不知道該怎麼回答，但很高興加賀肯定了自己的煩惱。　　「重要的是有沒有充分的決心為自己的判斷負責，有時候也可以讓真相永遠不見天日。」　　「決心……」",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620554417l/51136381._SX318_.jpg
BOOK_ZB8UXGOQ9Z,ความลับใต้ทะเลสาบ,"Keigo Higashino, บัณฑิต ประดิษฐานุวงษ์, ",3.72,551,66,นามิกิ ชุนซุเกะ เดินทางมาสมทบกับภรรยา มินาโกะ ที่บ้านพักตากอากาศแห่งหนึ่งริมทะเลสาบฮิเมงามิ เพื่อพาโชตะ-ลูกชาย มาเข้าคอร์สติวเข้มสอบเข้าโรงเรียนมัธยมเอกชนมีชื่อ พร้อมกับครอบครัวอื่นอีกสามครอบครัว จู่ ๆ เอริโกะ ชู้รักของชุนซุเกะก็ปรากฏตัวขึ้นด้วยข้ออ้างเรื่องงาน ทั้งที่จริงแล้ว เธอมาสืบเบื้องหลังการจัดกวดวิชาครั้งนี้ ในคืนนั้นเอง เอริโกะถูกฆ่าตาย โดยมินาโกะสารภาพว่าเป็นคนฆ่า แต่แทนที่ครอบครัวอื่นจะแจ้งความ ทุกคนกลับร่วมมือกันอำพรางคดี นำศพไปทิ้งทะเลสาบ จนชุนสุเกะรู้สึกสงสัยว่าต้องมีอะไรอยู่เบื้องหลัง เขาจึงค่อย ๆ ปะติดปะต่อเรื่องราว จนพบความจริงที่เขาไม่อาจเปิดเผยได้,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1243618638l/6505543.jpg
BOOK_82MV7P8ZI5,假面飯店：假面之夜,"Keigo Higashino, 東野圭吾, ",3.91,246,25,"「假面飯店」系列日本狂賣超過3,000,000冊長達7年的影視版權爭奪！2019.1.18日本電影上映，木村拓哉×長澤雅美首度合演、華麗登場！東野圭吾三大經典必讀長篇系列之一，善意與惡意交疊的最迷幻舞台。繼「湯川學」、「加賀恭一郎」之後，新HERO「新田浩介（假面系列）」再度回歸。劇情燒腦、佈線隱密！謎底與伏筆、惡意與心機，殺人的一幕正在派對中上演。永遠不要掉以輕心，因為兇手也帶著假面！「警視廳的各位：我要提供一個情報。在霓歐魯姆練馬犯下殺人案的兇手，會在以下的時間地點出現。請逮捕他。12月31日晚上11點東京柯迪希亞飯店，跨年晚會會場                                                                                             告密者敬上」 年輕女子被殺案與警視廳收到的密函，兩者究竟有何關聯？密函上的犯人真的會在東京柯迪希亞飯店的跨年晚會會場上出現嗎？飯店人與刑警的最強搭檔，將再度聯手解開難解命案。",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558750751l/46008701._SX318_.jpg
BOOK_Y2OKB1EJ2E,放學後,"Keigo Higashino, 東野圭吾, 張秋明, ",3.75,918,114,「你在什麼時候會恨一個人？」　　因為變調的愛情、破裂的友誼，或是無地自容的屈辱？　　然而，對她們來說，當美麗、純粹、真實的事物被破壞，重視的回憶和夢想被摧毀時，恨意便開始萌發，恣意地蔓延開來......　　推理評論家傅博專文導讀｜第三十一屆江戶川亂步獎得獎作品　　星期天的早晨，我隨著人潮站在月台邊緣，冷不防有人從旁撞來。我失去平衡，差點跌落鐵軌。隨後，列車疾駛而過。　　星期一放學後，我游完泳進入淋浴間沖洗，瞥見拳頭大小的白色盒子沉在深達腳踝的積水中。那是一百伏特家用延長線的插座，另一端連結在電源上。為什麼我還能平安無事？檢查電源箱，保險線路顯示電流量過載而短路彈開。　　星期二放學後，一件從高處墜下的黑色物體，落在我剛才走過的地方，摔了個稀巴爛。那是一盆天竺葵。再早個幾秒落下，那就會是一盆血紅的天竺葵了。　　星期四放學後，一具冰冷的屍體倒臥在體育場的更衣室角落，只不過，那名遭毒斃的男性不是我，而是學校的輔導部主任村橋。　　村橋是被人殺死的嗎？凶手和覬覦我生命的會是同一個人嗎？怎樣的恨意會轉換成冷血的殺意，在生活單純的女子中學裡取人性命？　　青春的歡笑與憂愁、人性的幽微與黑暗　　本格推理的趣味與魅力、欲晉身推理文壇的雄心與狂熱　　都在《放學後》一書中徹底展現！　　《嫌疑犯X的獻身》、《白夜行》、《流星之絆》作者　　當代最火紅的日本推理作家　東野圭吾熱情滿溢的起點之作！,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288710970l/9633534.jpg
BOOK_CVNDN6CCDL,Paradox 13,"Keigo Higashino, ",3.38,240,40,"Debido al influjo sobre la Tierra de un agujero negro, el 13 de marzo, a las 13 horas, 13 minutos y 13 segundos se producirá un fenómeno denominado P-13.Las medidas del gobierno para afrontarlo se estudian en el más absoluto secreto. Ni siquiera los científicos saben exactamente en qué consistirá dicho fenómeno y sus consecuencias: los departamentos que se ocupan del asunto se han limitado a señalar que es importante suspender por unos instantes toda actividad peligrosa, así como mantenerse alejado de los lugares de riesgo. Sin embargo, esta información se ha mantenido oculta con la idea de no alterar a la población, prohibiéndose su divulgación hasta que pase el fenómeno.Fuyuki Kuga, detective de la Jefatura de Policía de Tokio, y su hermano mayor, Seiya, inspector de policía adscrito a la misma Jefatura, se ocupan en esos momentos de un asunto de atraco a mano armada, pero, debido a un error de Fuyuki, Seiya resulta herido de bala por un miembro del grupo criminal al que persiguen. Por su parte, Fuyuki recibe también un balazo de los delincuentes y se desmaya. Cuando recobra el conocimiento, constata que no queda nadie en las calles de Tokio.Deambulando por la ciudad, sin comprender qué está pasando, encontrará a otras diez personas que han sufrido el mismo fenómeno. Entre ellas se halla también, inexplicablemente, su hermano Seiya, quien en buena lógica debería estar muerto. Incapaces de asimilar la situación, el grupo intenta sobrevivir vagando por un Tokio en ruinas, devastado por las catástrofes naturales y las enfermedades.Críticas:«Keigo Higashino es una figura fundamental del frecuentemente ignorado thriller nipón.»Ramón de España, El Periódico de Catalunya«La prensa anglosajona lo ha comparado con Haruki Murakami. Parece inevitable.»Rosa Mora, El País",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507389369l/36369337._SX318_.jpg
BOOK_EBNUSB4H33,どちらかが彼女を殺した [Dochiraka ga kanojo o koroshita],"Keigo Higashino, 東野 圭吾, ",3.82,310,47,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381253294l/1995986.jpg
BOOK_F8DPMOWK8Q,Vụ án mạng ở nhà khách núi Hakuba,"Keigo Higashino, Kuroi Neko, ",3.58,425,81,"Mùa đông một năm trước, người anh trai tên Koichi đã tự sát, để lại một tấm bưu thiếp với câu hỏi: “Mẹ Maria về nhà khi nào?”Naoko, cô em gái đang là sinh viên đại học, vẫn luôn ôm mối hoài nghi về cái chết của anh trai. Cô cùng người bạn thân Makoto của mình đến thăm nhà khách “Mẹ Ngỗng” ở núi Hakuba thuộc tỉnh Nagano, nơi anh mình đã qua đời. Lạ lùng thay, nhà khách lại đón tiếp những vị khách quen thuộc hệt như một năm trước đó. Bí mật nào đang ẩn nấp sau những bài đồng dao Mẹ Ngỗng trong mỗi căn phòng? Quá khứ nào đang được giấu kín trong nhà khách?Một kiệt tác trinh thám về mật mã và phòng kín.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611581372l/56684676.jpg
BOOK_4UBTAFM36W,分身 [Bunshin],"Keigo Higashino, 東野 圭吾, ",3.71,310,26,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381249430l/1995973.jpg
BOOK_RXLBFEXKPC,Ma Nữ Của Laplace,"Keigo Higashino, Vương Hải Yến, ",3.67,632,107,"Những hiện tượng dị thường xuất hiện quanh Madoka, một cô gái trẻ. Sau thời gian làm vệ sĩ cho cô, Takeo, một cựu cảnh sát, đã nhận thấy điều đó. Trong khi những nghi vấn của anh chưa có lời đáp, Madoka đột nhiên biến mất…Cùng lúc đó, những vụ tử vong vì khí hydro sulfua xảy đến tại hai khu du lịch suối nóng cách xa nhau. Đến hiện trường điều tra, giáo sư chuyên ngành địa hóa học Aoe chạm trán một cô gái trẻ bí ẩn. Lần theo tung tích của cô, Aoe bắt gặp một thảm kịch kinh hoàng từ quá khứ, và sự tồn tại của một dự án tối mật có liên quan tới tương lai nhân loại…“Một cuốn sách đáng kinh ngạc phá vỡ giá trị quan của tôi từ trước đến nay.” - Horikita Maki, – nữ diễn viên chính phim Bạch Dạ Hành",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533001014l/41010260.jpg
BOOK_6FTNZEL9ZO,麒麟の翼 [kirin no tsubasa],"Keigo Higashino, 東野 圭吾, ",4.02,376,63,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364850983l/10339938.jpg
BOOK_Q2XXN7YFND,夜明けの街で,"Keigo Higashino, 東野 圭吾, ",3.39,207,33,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360326867l/9092163.jpg
BOOK_EA4SZHP0DA,予知夢 [Yochimu],"Keigo Higashino, 東野 圭吾, ",3.72,333,26,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360320436l/1995972.jpg
BOOK_CBIZHHHLLA,怪笑小説,"Keigo Higashino, 東野圭吾, 林佩瑾, ",3.69,116,6,怪笑．毒笑．黑笑　　東野流的黑色幽默　　施展關西搞笑天性與推理作家思路　　揉合嚴謹理科背景與細膩社會觀察　　不負大神名號之文末精采大逆轉　　要YOU邊看邊怪笑的短篇九連發！　　＊收錄東野圭吾珍貴後記！　　下班電車內的寫實卡位大作戰、花光老人年金也要追星的師奶、急倒先屍的白金v.s.黑丘社區、漂流無人島的超級相撲轉播員etc.　　因為醜陋，更要笑得美好；因為恐怖，更要笑得無畏；因為黑暗，更要笑得燦爛啊哈哈……　　〈積鬱電車〉　　擁擠電車上，各種氣味、聲音、情緒交錯，且看狹小空間的血淋淋真心話大亂鬥！　　〈追星婆婆〉　　婆婆七十歲，「杉帥」粉絲歷兩年，花光畢生積蓄追星，這天終於要當面獻花給杉帥……　　〈一徹老爹〉　　老爹無論如何都想讓兒子當上職棒選手，三歲便開始魔鬼訓練，兒子真能站上夢幻的投手丘嗎？　　〈逆轉同窗會〉　　由一群老師發起，邀請當年的畢業生參與同窗會，席間話題卻朝意外的方向發展……　　〈超貍貓理論〉　　他堅信世間一切超自然現象全是「超級狸貓」的惡作劇，上電視與研究家展開了激烈辯論……　　〈無人島大相撲轉播〉　　郵輪沉沒，乘客漂流至無人島等待救援，唯一的娛樂就是「收音機男」的大相撲人肉轉播……　　〈屍台社區〉　　兩座房價慘澹的社區，一具無端冒出的屍體，最後究竟屍落誰家……　　〈獻給某位爺爺的線香〉獨居老爺爺接受返老還童實驗，枯瘦老人如何在遲暮之年再次度過年輕歲月的愛憎考驗？　　〈動物家庭〉　　在他眼裡，全家人都對應著某種動物，唯獨懦弱的自己，長相持續變化中……,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300014219l/10781101.jpg
BOOK_02GD38RI1R,雪煙追逐,"Keigo Higashino, 東野圭吾, 王蘊潔, ",3.53,73,3,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515640951l/37556010.jpg
BOOK_8VW8C3OP32,嘘をもうひとつだけ [uso o mou hitotsu dake],"Keigo Higashino, 東野 圭吾, ",3.66,201,39,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381250374l/1995989.jpg
BOOK_9QRYZR0THU,คุณป้าซานต้า,"Keigo Higashino, อลีน เฉลิมชัยกิจ, ",3.86,92,28,ทำไมทุกคนถึงคิดเสมอว่าซานต้าต้องเป็นผู้ชาย?! วันหนึ่งก่อนวันคริสต์มาสอีฟจะมาถึง ในกระท่อมสีแดง ณ เมืองเล็กๆ ของฟินแลนด์ที่สมาคมซานต้าตั้งอยู่ ผู้แทนซานต้าจากทั่วทุกมุมโลกได้มาพบกันเพื่อประชุมซานตาคลอสตามปกติซานต้าแห่งสหรัฐอเมริกากำลังจะเกษียณอายุ การคัดเลือกผู้สืบทอดจึงเริ่มขึ้น การถกเถียงเสียงดังจอแจเป็นระยะ เมื่อเวลาสำคัญมาถึงทุกคนที่ต้องร้องฮู้ระคนแปลกใจที่ได้เห็นทายาทซานตาคลอส คนใหม่ ไม่มีหนวดเครา ไม่ใช่คนตัวกลม ที่สำคัญเธอชื่อ “เจสซิก้า” ซานต้าที่เป็นผู้หญิง นี่คือเทพนิยายเล่มแรกของ ฮิงาชิโนะ เคโงะ เด็กอ่านได้ ผู้ใหญ่อย่าผ่านเลย,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1640397135l/59925746._SX318_.jpg
BOOK_CYV4AAUASW,赤い指 [Akai yubi],"Keigo Higashino, 東野 圭吾, ",3.96,650,83,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360320918l/1995993.jpg
BOOK_LV4I8CO2VN,宿命 [Shukumei],"Keigo Higashino, 東野 圭吾, ",3.75,271,33,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381249945l/1995982.jpg
BOOK_KKEXASEDZ4,十一字殺人,"Keigo Higashino, 東野圭吾, 羊恩媺, ",3.39,824,190,Librarian Note: Alternate Cover Edition for ISBN-10: 9573324288 / ISBN-13: 9789573324287.這十一個字，由地獄般的憎恨而生！而所有的謊言與藉口，也因這十一個字而逐漸顯現……　　我的男友川津雅之被殺了！他先被毒死，接著後腦勺遭到重重一擊，最後被棄屍在港口。兇手到底有什麼深仇大恨，要這麼殘忍地殺害他呢？我想起不久前，他曾害怕地說自己『被人盯上了！』而且有人從他的遺物中偷走了某樣資料……身為推理小說家的我，決定自己來追查真相，沒想到我接觸過的人也一個接著一個被殺了！而他們死前，都收到了一張白紙，上面只有十一個字：『來自於無人島的滿滿殺意』……,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383616746l/18753613.jpg
BOOK_VPKKCIOBV8,Cáp treo tình yêu,"Keigo Higashino, Nguyễn Hải Hà, ",3.19,352,86,"Tác phẩm mới nhất đến từ nhà văn trinh thám hàng đầu Nhật Bản Keigo Higashino. Trong tuần đầu tiên xuất bản (01/11/2016), 
Cáp treo tình yêu
 đã nắm giữ vị trí đầu trong bảng doanh số hàng tuần. Và tiếp tục ở trong top 10 nhiều tuần sau đó.Một nữ nhân viên văn phòng bị hôn phu phản bội...Một chàng trai ôm mộng tìm được tình yêu đích thực sau năm lần bảy lượt thất bại tình trường...Một cô gái trẻ gặp phải gã đàn ông dối trá...Một cặp đôi mới cưới vướng vào rắc rối với bố mẹ vợ...Mỗi người họ đều ôm trong lòng nỗi phiền muộn riêng. Những cuộc đời tưởng chừng như không có điểm giao thoa ấy lại được gắn kết với nhau tại một khu trượt tuyết lạ kỳ, nơi có khả năng phơi bày sự thật và những điều thầm kín dù chúng ta có được con người ta che đậy kỹ càng tới đâu.Vậy, sự thật liệu có luôn là điều mà con người ta muốn biết?Đứng trước tình yêu, con người sẽ trở nên thảm hại, ích kỷ, hoặc nhiều dũng khí đến thế nào?Những tình tiết bất ngờ trong Cáp treo tình yêu sẽ khiến bạn phải bật cười và tự hỏi điều gì tiếp theo có thể xảy ra.---Một số thành tích nổi bật:- Đứng đầu bảng xếp hạng tổng doanh số của các nhà sách Kinokuniya- Đứng đầu bảng xếp hạng tổng doanh số theo tuần của Nippan tháng 2 năm 2018, tác phẩm được mua bản quyền và xuất bản sang tiếng Hàn. Lập tức lọt top những tác phẩm bán chạy nhất Hàn Quốc. Cùng trong top 10 đó là tác phẩm 
“Điều kỳ diệu của tiệm tạp hóa Namiya”
.- Được mua bản quyền dịch bởi Trung Quốc đại lục, Đài Loan và Hàn Quốc.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570713212l/52661574._SX318_SY475_.jpg
BOOK_JHIN5UJFVM,幻夜 上,"Keigo Higashino, 東野圭吾, 劉姿君, ",3.98,60,1,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1284826553l/9336463.jpg
BOOK_PIE85MSLX2,ลาปลาซ ตอนพิเศษ,"Keigo Higashino, อภิญญา เตชะบุญไพศาล, ",3.86,92,12,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601910011l/55567052._SX318_.jpg
BOOK_UVT5P56C3L,超．殺人事件: 推理作家的苦惱,"Keigo Higashino, 東野圭吾, 張智淵, ",3.79,126,11,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383810109l/15790229.jpg
BOOK_349ZPG9TMX,仮面山荘殺人事件 [Kamen sansō satsujin jiken],"Keigo Higashino, 東野 圭吾, ",3.83,348,44,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381255886l/1996014.jpg
BOOK_D6J5XLPY9X,ガリレオの苦悩 [Garireo no Kunō],"Keigo Higashino, 東野 圭吾, ",3.84,303,33,There is no description.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360325967l/5127679.jpg
BOOK_0OTZP98BTF,Những kẻ đáng ngờ,"Keigo Higashino, Vương Hải Yến, ",3.44,129,20,"Cuốn sách Những kẻ đáng ngờ được tạo nên từ bảy chương ngắn, đăng trên tờ Viên ngọc tiểu thuyết và Phụ lục Viên ngọc tiểu thuyết. Trừ Chương 6, tất cả các chương còn lại đều được kể với đại từ nhân xưng ngôi thứ nhất – “tôi”. Đặc biệt cuốn sách có hai truyện ngắn trong tuyển tập đã được chuyển thể trên 
Higashino Keigo Mystery Series (FujiTV)
.Chương 1: Cô gái đang ngủChương 2: Cho tôi làm lại một lần nữaChương 3: Chết rồi thì không thể làm việc nữaChương 4: Lẽ ra đã rất ngọtChương 5: Ngọn hải đăngChương 6: Thông báo kết hônChương 7: Cơn mưa ở Costa Rica thật lạnhDù không phải những tác phẩm lớn và khiến người đọc kinh ngạc với từng tình tiết trong đó, nhưng chúng đều là những truyện ngắn xuất sắc với đoạn kết sắc bén, là tuyển tập tác phẩm chứng minh Keigo Higashino không chỉ có tài năng xuất chúng ở thể loại tiểu thuyết dài mà còn rất xuất sắc khi viết truyện ngắn.Các tác phẩm của nhà văn Keigo Higashino đã được Mintbooks phát hành:- Ngôi nhà của người cá say ngủ (2017)- Trứng chim cúc cu này thuộc về ai? (2018)- Cáp treo tình yêu (2019)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1641652521l/60062338.jpg
BOOK_3G6043QW88,平行世界爱情故事,"Keigo Higashino, 东野圭吾, ",3.85,355,40,เรื่องราวของทากาชิที่หลงรักมายุโกะ หญิงสาวผู้โดยสารรถไฟสายคู่ขนานกับที่เขาขึ้นเป็นประจำ วันหนึ่งเขามีโอกาสรู้จักกับเธอ แต่ในฐานะคนรักของโทโมฮิโกะ เพื่อนสนิท ทว่าเช้าวันหนึ่งเมื่อทากาชิลืมตาตื่นขึ้นเขากลับพบว่ามายุโกะคือคนรักของเขา และโทโมฮิโกะหายตัวไปต่างประเทศ บางเสี้ยงของความทรงจำเตือนทากาชิว่าเกิดเหตุการณ์ผิดปกติขึ้นแล้ว ทากาชิจึงตัดสินใจค้นหา “อดีต” ของเขาว่าอะไรกันแน่คือ “ความจริง”,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607813341l/56262796._SX318_.jpg
